"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"PLM00012375","OKECIE, PL","2007-10-08","51","56",
"PLM00012375","OKECIE, PL","2007-10-09","46","56",
"PLM00012375","OKECIE, PL","2007-10-10","43","56",
"PLM00012375","OKECIE, PL","2007-10-11","45","53","34"
"PLM00012375","OKECIE, PL","2007-10-12","47","52",
"PLM00012375","OKECIE, PL","2007-10-13","43","51","38"
"PLM00012375","OKECIE, PL","2007-10-14","42","49",
"PLM00012375","OKECIE, PL","2007-10-15","43",,"30"
"PLM00012375","OKECIE, PL","2007-10-16","48","62","32"
"PLM00012375","OKECIE, PL","2007-10-17","52",,"41"
"PLM00012375","OKECIE, PL","2007-10-18","49","55","42"
"PLM00012375","OKECIE, PL","2007-10-19","40","45","35"
"PLM00012375","OKECIE, PL","2007-10-20","38","47","31"
"PLM00012375","OKECIE, PL","2007-10-21","37","44","29"
"PLM00012375","OKECIE, PL","2007-10-22","39",,"33"
"PLM00012375","OKECIE, PL","2007-10-23","43",,"41"
"PLM00012375","OKECIE, PL","2007-10-24","48",,"43"
"PLM00012375","OKECIE, PL","2007-10-25","46","49",
"PLM00012375","OKECIE, PL","2007-10-26","46","53",
"PLM00012375","OKECIE, PL","2007-10-27","49","55",
"PLM00012375","OKECIE, PL","2007-10-28","48","51","46"
"PLM00012375","OKECIE, PL","2007-10-29","49",,"45"
"PLM00012375","OKECIE, PL","2007-10-30","49",,"46"
"PLM00012375","OKECIE, PL","2007-10-31","45","50",
"PLM00012375","OKECIE, PL","2007-11-01","45",,"36"
"PLM00012375","OKECIE, PL","2007-11-02","47","54",
"PLM00012375","OKECIE, PL","2007-11-03","42","51",
"PLM00012375","OKECIE, PL","2007-11-04","45","50",
"PLM00012375","OKECIE, PL","2007-11-05","34","41",
"PLM00012375","OKECIE, PL","2007-11-06","31",,
"PLM00012375","OKECIE, PL","2007-11-07","38",,"33"
"PLM00012375","OKECIE, PL","2007-11-08","42",,"33"
"PLM00012375","OKECIE, PL","2007-11-09","41","45","39"
"PLM00012375","OKECIE, PL","2007-11-10","36","40",
"PLM00012375","OKECIE, PL","2007-11-11","34",,"31"
"PLM00012375","OKECIE, PL","2007-11-12","33","35","31"
"PLM00012375","OKECIE, PL","2007-11-13","34",,
"PLM00012375","OKECIE, PL","2007-11-14","33",,
"PLM00012375","OKECIE, PL","2007-11-15","31",,
"PLM00012375","OKECIE, PL","2007-11-16","27",,
"PLM00012375","OKECIE, PL","2007-11-17","33",,"29"
"PLM00012375","OKECIE, PL","2007-11-18","31","34",
"PLM00012375","OKECIE, PL","2007-11-19","30",,"28"
"PLM00012375","OKECIE, PL","2007-11-20","30","32",
"PLM00012375","OKECIE, PL","2007-11-21","31","40","26"
"PLM00012375","OKECIE, PL","2007-11-22","33","42","23"
"PLM00012375","OKECIE, PL","2007-11-23","39",,"30"
"PLM00012375","OKECIE, PL","2007-11-24","40","44","37"
"PLM00012375","OKECIE, PL","2007-11-25","38",,
"PLM00012375","OKECIE, PL","2007-11-26","35","40",
"PLM00012375","OKECIE, PL","2007-11-27","33",,
"PLM00012375","OKECIE, PL","2007-11-28","29","33",
"PLM00012375","OKECIE, PL","2007-11-29","30",,
"PLM00012375","OKECIE, PL","2007-11-30","35",,"31"
"PLM00012375","OKECIE, PL","2007-12-01","39",,"36"
"PLM00012375","OKECIE, PL","2007-12-02","41","45",
"PLM00012375","OKECIE, PL","2007-12-03","43","46","38"
"PLM00012375","OKECIE, PL","2007-12-04","41","44",
"PLM00012375","OKECIE, PL","2007-12-05","38",,
"PLM00012375","OKECIE, PL","2007-12-06","40",,"34"
"PLM00012375","OKECIE, PL","2007-12-07","42","47",
"PLM00012375","OKECIE, PL","2007-12-08","40","47",
"PLM00012375","OKECIE, PL","2007-12-09","35","40",
"PLM00012375","OKECIE, PL","2007-12-10","37",,"34"
"PLM00012375","OKECIE, PL","2007-12-11","41","43",
"PLM00012375","OKECIE, PL","2007-12-12","37","41","35"
"PLM00012375","OKECIE, PL","2007-12-13","31","38","27"
"PLM00012375","OKECIE, PL","2007-12-14","31",,"30"
"PLM00012375","OKECIE, PL","2007-12-15","30","31",
"PLM00012375","OKECIE, PL","2007-12-16","29",,
"PLM00012375","OKECIE, PL","2007-12-17","30",,"29"
"PLM00012375","OKECIE, PL","2007-12-18","34",,"30"
"PLM00012375","OKECIE, PL","2007-12-19","33","35",
"PLM00012375","OKECIE, PL","2007-12-20","30","31",
"PLM00012375","OKECIE, PL","2007-12-21","26","31",
"PLM00012375","OKECIE, PL","2007-12-22","22","25",
"PLM00012375","OKECIE, PL","2007-12-23","24",,"17"
"PLM00012375","OKECIE, PL","2007-12-24","24",,"22"
"PLM00012375","OKECIE, PL","2007-12-25","25",,"22"
"PLM00012375","OKECIE, PL","2007-12-26","22","28",
"PLM00012375","OKECIE, PL","2007-12-27","22",,
"PLM00012375","OKECIE, PL","2007-12-28","30",,
"PLM00012375","OKECIE, PL","2007-12-29","29","34",
"PLM00012375","OKECIE, PL","2007-12-30","31",,"23"
"PLM00012375","OKECIE, PL","2007-12-31","32","34","26"
"PLM00012375","OKECIE, PL","2008-01-01","31",,
"PLM00012375","OKECIE, PL","2008-01-02","21","30",
"PLM00012375","OKECIE, PL","2008-01-03","16","36","12"
"PLM00012375","OKECIE, PL","2008-01-04","17",,
"PLM00012375","OKECIE, PL","2008-01-05","16",,
"PLM00012375","OKECIE, PL","2008-01-06","28",,"22"
"PLM00012375","OKECIE, PL","2008-01-07","33",,"30"
"PLM00012375","OKECIE, PL","2008-01-08","35",,"32"
"PLM00012375","OKECIE, PL","2008-01-09","34",,
"PLM00012375","OKECIE, PL","2008-01-10","36",,
"PLM00012375","OKECIE, PL","2008-01-11","36",,"32"
"PLM00012375","OKECIE, PL","2008-01-12","37",,"30"
"PLM00012375","OKECIE, PL","2008-01-13","36",,
"PLM00012375","OKECIE, PL","2008-01-14","33","40","24"
"PLM00012375","OKECIE, PL","2008-01-15","33",,"28"
"PLM00012375","OKECIE, PL","2008-01-16","37","43",
"PLM00012375","OKECIE, PL","2008-01-17","39",,"37"
"PLM00012375","OKECIE, PL","2008-01-18","38","42","34"
"PLM00012375","OKECIE, PL","2008-01-19","43","47","38"
"PLM00012375","OKECIE, PL","2008-01-20","39","46","37"
"PLM00012375","OKECIE, PL","2008-01-21","42","46","37"
"PLM00012375","OKECIE, PL","2008-01-22","36",,
"PLM00012375","OKECIE, PL","2008-01-23","33","36","31"
"PLM00012375","OKECIE, PL","2008-01-24","36",,"31"
"PLM00012375","OKECIE, PL","2008-01-25","41","43",
"PLM00012375","OKECIE, PL","2008-01-26","44","46",
"PLM00012375","OKECIE, PL","2008-01-27","37","45",
"PLM00012375","OKECIE, PL","2008-01-28","33","38",
"PLM00012375","OKECIE, PL","2008-01-29","37",,"31"
"PLM00012375","OKECIE, PL","2008-01-30","40","46",
"PLM00012375","OKECIE, PL","2008-01-31","36","40",
"PLM00012375","OKECIE, PL","2008-02-01","37",,"30"
"PLM00012375","OKECIE, PL","2008-02-02","40","44",
"PLM00012375","OKECIE, PL","2008-02-03","35","42",
"PLM00012375","OKECIE, PL","2008-02-04","39",,
"PLM00012375","OKECIE, PL","2008-02-05","41",,
"PLM00012375","OKECIE, PL","2008-02-06","42",,"36"
"PLM00012375","OKECIE, PL","2008-02-07","40","45",
"PLM00012375","OKECIE, PL","2008-02-08","39","41",
"PLM00012375","OKECIE, PL","2008-02-09","33","39","26"
"PLM00012375","OKECIE, PL","2008-02-10","36",,"31"
"PLM00012375","OKECIE, PL","2008-02-11","31",,
"PLM00012375","OKECIE, PL","2008-02-12","33","38","26"
"PLM00012375","OKECIE, PL","2008-02-13","35","38","33"
"PLM00012375","OKECIE, PL","2008-02-14","35",,
"PLM00012375","OKECIE, PL","2008-02-15","28","33",
"PLM00012375","OKECIE, PL","2008-02-16","22","27",
"PLM00012375","OKECIE, PL","2008-02-17","27",,"14"
"PLM00012375","OKECIE, PL","2008-02-18","34",,"30"
"PLM00012375","OKECIE, PL","2008-02-19","39","45",
"PLM00012375","OKECIE, PL","2008-02-20","38","45","30"
"PLM00012375","OKECIE, PL","2008-02-21","39",,"31"
"PLM00012375","OKECIE, PL","2008-02-22","46",,"40"
"PLM00012375","OKECIE, PL","2008-02-23","44","51","38"
"PLM00012375","OKECIE, PL","2008-02-24","46","54",
"PLM00012375","OKECIE, PL","2008-02-25","42","49",
"PLM00012375","OKECIE, PL","2008-02-26","44",,
"PLM00012375","OKECIE, PL","2008-02-27","48","54",
"PLM00012375","OKECIE, PL","2008-02-28","42","47",
"PLM00012375","OKECIE, PL","2008-02-29","40",,"30"
"PLM00012375","OKECIE, PL","2008-03-01","42","47","34"
"PLM00012375","OKECIE, PL","2008-03-02","41","43","39"
"PLM00012375","OKECIE, PL","2008-03-03","41",,"37"
"PLM00012375","OKECIE, PL","2008-03-04","36","42",
"PLM00012375","OKECIE, PL","2008-03-05","31","36","22"
"PLM00012375","OKECIE, PL","2008-03-06","37",,"28"
"PLM00012375","OKECIE, PL","2008-03-07","41","44",
"PLM00012375","OKECIE, PL","2008-03-08","43","51",
"PLM00012375","OKECIE, PL","2008-03-09","43","54","32"
"PLM00012375","OKECIE, PL","2008-03-10","42",,
"PLM00012375","OKECIE, PL","2008-03-11","47",,
"PLM00012375","OKECIE, PL","2008-03-12","46","58",
"PLM00012375","OKECIE, PL","2008-03-13","43","47","39"
"PLM00012375","OKECIE, PL","2008-03-14","41","45",
"PLM00012375","OKECIE, PL","2008-03-15","39","45",
"PLM00012375","OKECIE, PL","2008-03-16","40",,"33"
"PLM00012375","OKECIE, PL","2008-03-17","39",,
"PLM00012375","OKECIE, PL","2008-03-18","34","38","32"
"PLM00012375","OKECIE, PL","2008-03-19","33","41",
"PLM00012375","OKECIE, PL","2008-03-20","32","37",
"PLM00012375","OKECIE, PL","2008-03-21","34","39","26"
"PLM00012375","OKECIE, PL","2008-03-22","39","47",
"PLM00012375","OKECIE, PL","2008-03-23","35","43",
"PLM00012375","OKECIE, PL","2008-03-24","32","36","28"
"PLM00012375","OKECIE, PL","2008-03-25","33","39",
"PLM00012375","OKECIE, PL","2008-03-26","33","39",
"PLM00012375","OKECIE, PL","2008-03-27","33","41","28"
"PLM00012375","OKECIE, PL","2008-03-28","40","52","26"
"PLM00012375","OKECIE, PL","2008-03-29","42","53",
"PLM00012375","OKECIE, PL","2008-03-30","45","56","29"
"PLM00012375","OKECIE, PL","2008-03-31","48",,"37"
"PLM00012375","OKECIE, PL","2008-04-01","46","56","34"
"PLM00012375","OKECIE, PL","2008-04-02","43",,
"PLM00012375","OKECIE, PL","2008-04-03","45","51",
"PLM00012375","OKECIE, PL","2008-04-04","45","54",
"PLM00012375","OKECIE, PL","2008-04-05","45","54","40"
"PLM00012375","OKECIE, PL","2008-04-06","45","49",
"PLM00012375","OKECIE, PL","2008-04-07","47","60","32"
"PLM00012375","OKECIE, PL","2008-04-08","40","48",
"PLM00012375","OKECIE, PL","2008-04-09","47",,"26"
"PLM00012375","OKECIE, PL","2008-04-10","53","63",
"PLM00012375","OKECIE, PL","2008-04-11","52","61","41"
"PLM00012375","OKECIE, PL","2008-04-12","49","63","42"
"PLM00012375","OKECIE, PL","2008-04-13","48","57",
"PLM00012375","OKECIE, PL","2008-04-14","53","67","34"
"PLM00012375","OKECIE, PL","2008-04-15","54","65","44"
"PLM00012375","OKECIE, PL","2008-04-16","50","58",
"PLM00012375","OKECIE, PL","2008-04-17","43","50",
"PLM00012375","OKECIE, PL","2008-04-18","43","49","38"
"PLM00012375","OKECIE, PL","2008-04-19","42",,"35"
"PLM00012375","OKECIE, PL","2008-04-20","47",,"44"
"PLM00012375","OKECIE, PL","2008-04-21","49","59",
"PLM00012375","OKECIE, PL","2008-04-22","51",,"38"
"PLM00012375","OKECIE, PL","2008-04-23","51",,
"PLM00012375","OKECIE, PL","2008-04-24","51",,"38"
"PLM00012375","OKECIE, PL","2008-04-25","53",,"35"
"PLM00012375","OKECIE, PL","2008-04-26","56",,"38"
"PLM00012375","OKECIE, PL","2008-04-27","56","67","44"
"PLM00012375","OKECIE, PL","2008-04-28","58","71","43"
"PLM00012375","OKECIE, PL","2008-04-29","53","60","47"
"PLM00012375","OKECIE, PL","2008-04-30","57","66",
"PLM00012375","OKECIE, PL","2008-05-01","57","69","48"
"PLM00012375","OKECIE, PL","2008-05-02","54","57",
"PLM00012375","OKECIE, PL","2008-05-03","54","61","48"
"PLM00012375","OKECIE, PL","2008-05-04","55","65","49"
"PLM00012375","OKECIE, PL","2008-05-05","59","69","48"
"PLM00012375","OKECIE, PL","2008-05-06","55","63",
"PLM00012375","OKECIE, PL","2008-05-07","53","63",
"PLM00012375","OKECIE, PL","2008-05-08","55","61",
"PLM00012375","OKECIE, PL","2008-05-09","53","63","42"
"PLM00012375","OKECIE, PL","2008-05-10","57","67","44"
"PLM00012375","OKECIE, PL","2008-05-11","61",,"46"
"PLM00012375","OKECIE, PL","2008-05-12","62","74","46"
"PLM00012375","OKECIE, PL","2008-05-13","55","67",
"PLM00012375","OKECIE, PL","2008-05-14","53","64","41"
"PLM00012375","OKECIE, PL","2008-05-15","58","72","41"
"PLM00012375","OKECIE, PL","2008-05-16","62","74",
"PLM00012375","OKECIE, PL","2008-05-17","65",,
"PLM00012375","OKECIE, PL","2008-05-18","61","71",
"PLM00012375","OKECIE, PL","2008-05-19","49","56",
"PLM00012375","OKECIE, PL","2008-05-20","52","61","40"
"PLM00012375","OKECIE, PL","2008-05-21","52","56","50"
"PLM00012375","OKECIE, PL","2008-05-22","54",,
"PLM00012375","OKECIE, PL","2008-05-23","55","58","53"
"PLM00012375","OKECIE, PL","2008-05-24","53",,
"PLM00012375","OKECIE, PL","2008-05-25","54","64",
"PLM00012375","OKECIE, PL","2008-05-26","59","69","42"
"PLM00012375","OKECIE, PL","2008-05-27","62",,
"PLM00012375","OKECIE, PL","2008-05-28","56","65","44"
"PLM00012375","OKECIE, PL","2008-05-29","59","70",
"PLM00012375","OKECIE, PL","2008-05-30","65",,"49"
"PLM00012375","OKECIE, PL","2008-05-31","67","78","52"
"PLM00012375","OKECIE, PL","2008-06-01","69",,"54"
"PLM00012375","OKECIE, PL","2008-06-02","67","78","55"
"PLM00012375","OKECIE, PL","2008-06-03","69","81","53"
"PLM00012375","OKECIE, PL","2008-06-04","64","74",
"PLM00012375","OKECIE, PL","2008-06-05","62","71","51"
"PLM00012375","OKECIE, PL","2008-06-06","67",,"55"
"PLM00012375","OKECIE, PL","2008-06-07","69","81","56"
"PLM00012375","OKECIE, PL","2008-06-08","71","82",
"PLM00012375","OKECIE, PL","2008-06-09","72","84","55"
"PLM00012375","OKECIE, PL","2008-06-10","71","83","55"
"PLM00012375","OKECIE, PL","2008-06-11","68","78","54"
"PLM00012375","OKECIE, PL","2008-06-12","62","69",
"PLM00012375","OKECIE, PL","2008-06-13","62","74","48"
"PLM00012375","OKECIE, PL","2008-06-14","58","67",
"PLM00012375","OKECIE, PL","2008-06-15","59","70","44"
"PLM00012375","OKECIE, PL","2008-06-16","61","74",
"PLM00012375","OKECIE, PL","2008-06-17","60","71",
"PLM00012375","OKECIE, PL","2008-06-18","65","76","47"
"PLM00012375","OKECIE, PL","2008-06-19","68","78","55"
"PLM00012375","OKECIE, PL","2008-06-20","67","80","56"
"PLM00012375","OKECIE, PL","2008-06-21","63","74",
"PLM00012375","OKECIE, PL","2008-06-22","66",,"44"
"PLM00012375","OKECIE, PL","2008-06-23","72","84",
"PLM00012375","OKECIE, PL","2008-06-24","64","77","53"
"PLM00012375","OKECIE, PL","2008-06-25","65","77","49"
"PLM00012375","OKECIE, PL","2008-06-26","72",,
"PLM00012375","OKECIE, PL","2008-06-27","67","81","53"
"PLM00012375","OKECIE, PL","2008-06-28","62","72",
"PLM00012375","OKECIE, PL","2008-06-29","67","76",
"PLM00012375","OKECIE, PL","2008-06-30","70","83","54"
"PLM00012375","OKECIE, PL","2008-07-01","65","75",
"PLM00012375","OKECIE, PL","2008-07-02","67","79","52"
"PLM00012375","OKECIE, PL","2008-07-03","72","84","55"
"PLM00012375","OKECIE, PL","2008-07-04","68","83",
"PLM00012375","OKECIE, PL","2008-07-05","61","70","53"
"PLM00012375","OKECIE, PL","2008-07-06","68",,"54"
"PLM00012375","OKECIE, PL","2008-07-07","68","80","62"
"PLM00012375","OKECIE, PL","2008-07-08","67","76",
"PLM00012375","OKECIE, PL","2008-07-09","61","71",
"PLM00012375","OKECIE, PL","2008-07-10","62","72",
"PLM00012375","OKECIE, PL","2008-07-11","68",,"50"
"PLM00012375","OKECIE, PL","2008-07-12","73","85",
"PLM00012375","OKECIE, PL","2008-07-13","69","80",
"PLM00012375","OKECIE, PL","2008-07-14","62","77",
"PLM00012375","OKECIE, PL","2008-07-15","64","71","55"
"PLM00012375","OKECIE, PL","2008-07-16","66","72","60"
"PLM00012375","OKECIE, PL","2008-07-17","64",,
"PLM00012375","OKECIE, PL","2008-07-18","64","72",
"PLM00012375","OKECIE, PL","2008-07-19","64","76","52"
"PLM00012375","OKECIE, PL","2008-07-20","65","74",
"PLM00012375","OKECIE, PL","2008-07-21","59","70",
"PLM00012375","OKECIE, PL","2008-07-22","61",,"46"
"PLM00012375","OKECIE, PL","2008-07-23","66","72","60"
"PLM00012375","OKECIE, PL","2008-07-24","69","80","62"
"PLM00012375","OKECIE, PL","2008-07-25","75",,"65"
"PLM00012375","OKECIE, PL","2008-07-26","75","83","66"
"PLM00012375","OKECIE, PL","2008-07-27","74","83","62"
"PLM00012375","OKECIE, PL","2008-07-28","74","83","62"
"PLM00012375","OKECIE, PL","2008-07-29","71","81","59"
"PLM00012375","OKECIE, PL","2008-07-30","68",,"56"
"PLM00012375","OKECIE, PL","2008-07-31","69","81","52"
"PLM00012375","OKECIE, PL","2008-08-01","71","83",
"PLM00012375","OKECIE, PL","2008-08-02","72","85","59"
"PLM00012375","OKECIE, PL","2008-08-03","71","80","63"
"PLM00012375","OKECIE, PL","2008-08-04","69","82","58"
"PLM00012375","OKECIE, PL","2008-08-05","64","71","59"
"PLM00012375","OKECIE, PL","2008-08-06","64","72",
"PLM00012375","OKECIE, PL","2008-08-07","67","78","51"
"PLM00012375","OKECIE, PL","2008-08-08","67","82",
"PLM00012375","OKECIE, PL","2008-08-09","65",,
"PLM00012375","OKECIE, PL","2008-08-10","63","74","50"
"PLM00012375","OKECIE, PL","2008-08-11","68","81","59"
"PLM00012375","OKECIE, PL","2008-08-12","72",,"60"
"PLM00012375","OKECIE, PL","2008-08-13","66","77",
"PLM00012375","OKECIE, PL","2008-08-14","71","83","56"
"PLM00012375","OKECIE, PL","2008-08-15","69","76","64"
"PLM00012375","OKECIE, PL","2008-08-16","68","77",
"PLM00012375","OKECIE, PL","2008-08-17","60","66","56"
"PLM00012375","OKECIE, PL","2008-08-18","65","77","51"
"PLM00012375","OKECIE, PL","2008-08-19","70","83",
"PLM00012375","OKECIE, PL","2008-08-20","70","83",
"PLM00012375","OKECIE, PL","2008-08-21","66","75",
"PLM00012375","OKECIE, PL","2008-08-22","67","80","51"
"PLM00012375","OKECIE, PL","2008-08-23","66",,
"PLM00012375","OKECIE, PL","2008-08-24","60","71","51"
"PLM00012375","OKECIE, PL","2008-08-25","60",,"54"
"PLM00012375","OKECIE, PL","2008-08-26","64","74",
"PLM00012375","OKECIE, PL","2008-08-27","63","73","53"
"PLM00012375","OKECIE, PL","2008-08-28","64","72","53"
"PLM00012375","OKECIE, PL","2008-08-29","59","65",
"PLM00012375","OKECIE, PL","2008-08-30","56","63",
"PLM00012375","OKECIE, PL","2008-08-31","58",,"42"
"PLM00012375","OKECIE, PL","2008-09-01","60",,"50"
"PLM00012375","OKECIE, PL","2008-09-02","64","73","56"
"PLM00012375","OKECIE, PL","2008-09-03","70",,"57"
"PLM00012375","OKECIE, PL","2008-09-04","67","74",
"PLM00012375","OKECIE, PL","2008-09-05","67","78",
"PLM00012375","OKECIE, PL","2008-09-06","72","86","59"
"PLM00012375","OKECIE, PL","2008-09-07","70","86",
"PLM00012375","OKECIE, PL","2008-09-08","59","69",
"PLM00012375","OKECIE, PL","2008-09-09","60","70","51"
"PLM00012375","OKECIE, PL","2008-09-10","62","73","48"
"PLM00012375","OKECIE, PL","2008-09-11","59","65","53"
"PLM00012375","OKECIE, PL","2008-09-12","52","58",
"PLM00012375","OKECIE, PL","2008-09-13","46","52","39"
"PLM00012375","OKECIE, PL","2008-09-14","48","54","40"
"PLM00012375","OKECIE, PL","2008-09-15","49","54","46"
"PLM00012375","OKECIE, PL","2008-09-16","47","50","45"
"PLM00012375","OKECIE, PL","2008-09-17","47","52",
"PLM00012375","OKECIE, PL","2008-09-18","49","52","46"
"PLM00012375","OKECIE, PL","2008-09-19","48","50","46"
"PLM00012375","OKECIE, PL","2008-09-20","48","51","46"
"PLM00012375","OKECIE, PL","2008-09-21","49","54","46"
"PLM00012375","OKECIE, PL","2008-09-22","49",,"41"
"PLM00012375","OKECIE, PL","2008-09-23","51",,"49"
"PLM00012375","OKECIE, PL","2008-09-24","51",,"49"
"PLM00012375","OKECIE, PL","2008-09-25","53","61",
"PLM00012375","OKECIE, PL","2008-09-26","51","63","41"
"PLM00012375","OKECIE, PL","2008-09-27","49","58","37"
"PLM00012375","OKECIE, PL","2008-09-28","54",,
"PLM00012375","OKECIE, PL","2008-09-29","49","60","40"
"PLM00012375","OKECIE, PL","2008-09-30","50",,"41"
"PLM00012375","OKECIE, PL","2008-10-01","55",,
"PLM00012375","OKECIE, PL","2008-10-02","54",,
"PLM00012375","OKECIE, PL","2008-10-03","52",,"42"
"PLM00012375","OKECIE, PL","2008-10-04","49","52",
"PLM00012375","OKECIE, PL","2008-10-05","45","56",
"PLM00012375","OKECIE, PL","2008-10-06","48","60","35"
"PLM00012375","OKECIE, PL","2008-10-07","51","54",
"PLM00012375","OKECIE, PL","2008-10-08","54","60","50"
"PLM00012375","OKECIE, PL","2008-10-09","54","65",
"PLM00012375","OKECIE, PL","2008-10-10","51",,
"PLM00012375","OKECIE, PL","2008-10-11","53","65","41"
"PLM00012375","OKECIE, PL","2008-10-12","55",,"41"
"PLM00012375","OKECIE, PL","2008-10-13","52",,
"PLM00012375","OKECIE, PL","2008-10-14","55",,"42"
"PLM00012375","OKECIE, PL","2008-10-15","51","57","46"
"PLM00012375","OKECIE, PL","2008-10-16","53","61","44"
"PLM00012375","OKECIE, PL","2008-10-17","46","54",
"PLM00012375","OKECIE, PL","2008-10-18","45",,
"PLM00012375","OKECIE, PL","2008-10-19","48",,"39"
"PLM00012375","OKECIE, PL","2008-10-20","50",,
"PLM00012375","OKECIE, PL","2008-10-21","51","64","35"
"PLM00012375","OKECIE, PL","2008-10-22","50","58","41"
"PLM00012375","OKECIE, PL","2008-10-23","46","53",
"PLM00012375","OKECIE, PL","2008-10-24","46","50",
"PLM00012375","OKECIE, PL","2008-10-25","44","47","42"
"PLM00012375","OKECIE, PL","2008-10-26","44",,"36"
"PLM00012375","OKECIE, PL","2008-10-27","46",,"38"
"PLM00012375","OKECIE, PL","2008-10-28","49","52","46"
"PLM00012375","OKECIE, PL","2008-10-29","54","63","44"
"PLM00012375","OKECIE, PL","2008-10-30","60","68",
"PLM00012375","OKECIE, PL","2008-10-31","44","63",
"PLM00012375","OKECIE, PL","2008-11-01","54",,"40"
"PLM00012375","OKECIE, PL","2008-11-02","49","59",
"PLM00012375","OKECIE, PL","2008-11-03","45",,"42"
"PLM00012375","OKECIE, PL","2008-11-04","50",,
"PLM00012375","OKECIE, PL","2008-11-05","51",,
"PLM00012375","OKECIE, PL","2008-11-06","45","52",
"PLM00012375","OKECIE, PL","2008-11-07","42","45",
"PLM00012375","OKECIE, PL","2008-11-08","44",,"40"
"PLM00012375","OKECIE, PL","2008-11-09","47",,"41"
"PLM00012375","OKECIE, PL","2008-11-10","48","57","39"
"PLM00012375","OKECIE, PL","2008-11-11","46","54","38"
"PLM00012375","OKECIE, PL","2008-11-12","43","50","35"
"PLM00012375","OKECIE, PL","2008-11-13","44",,
"PLM00012375","OKECIE, PL","2008-11-14","39",,"34"
"PLM00012375","OKECIE, PL","2008-11-15","47","50","38"
"PLM00012375","OKECIE, PL","2008-11-16","48","51",
"PLM00012375","OKECIE, PL","2008-11-17","38","47",
"PLM00012375","OKECIE, PL","2008-11-18","32","40","20"
"PLM00012375","OKECIE, PL","2008-11-19","38",,"33"
"PLM00012375","OKECIE, PL","2008-11-20","45","47","39"
"PLM00012375","OKECIE, PL","2008-11-21","37","43",
"PLM00012375","OKECIE, PL","2008-11-22","30","35",
"PLM00012375","OKECIE, PL","2008-11-23","31",,"28"
"PLM00012375","OKECIE, PL","2008-11-24","31",,"27"
"PLM00012375","OKECIE, PL","2008-11-25","31","36","28"
"PLM00012375","OKECIE, PL","2008-11-26","33",,"31"
"PLM00012375","OKECIE, PL","2008-11-27","40",,"34"
"PLM00012375","OKECIE, PL","2008-11-28","37","42",
"PLM00012375","OKECIE, PL","2008-11-29","34",,
"PLM00012375","OKECIE, PL","2008-11-30","42",,"33"
"PLM00012375","OKECIE, PL","2008-12-01","46",,"39"
"PLM00012375","OKECIE, PL","2008-12-02","43","49",
"PLM00012375","OKECIE, PL","2008-12-03","35","39","29"
"PLM00012375","OKECIE, PL","2008-12-04","37","43","34"
"PLM00012375","OKECIE, PL","2008-12-05","41",,"34"
"PLM00012375","OKECIE, PL","2008-12-06","41","45","37"
"PLM00012375","OKECIE, PL","2008-12-07","39","41",
"PLM00012375","OKECIE, PL","2008-12-08","34","40",
"PLM00012375","OKECIE, PL","2008-12-09","35",,
"PLM00012375","OKECIE, PL","2008-12-10","32",,"28"
"PLM00012375","OKECIE, PL","2008-12-11","37","44","29"
"PLM00012375","OKECIE, PL","2008-12-12","35","40","32"
"PLM00012375","OKECIE, PL","2008-12-13","34","36",
"PLM00012375","OKECIE, PL","2008-12-14","31","32","28"
"PLM00012375","OKECIE, PL","2008-12-15","31",,"29"
"PLM00012375","OKECIE, PL","2008-12-16","34",,"31"
"PLM00012375","OKECIE, PL","2008-12-17","36","44","33"
"PLM00012375","OKECIE, PL","2008-12-18","37",,"35"
"PLM00012375","OKECIE, PL","2008-12-19","34","37","32"
"PLM00012375","OKECIE, PL","2008-12-20","37",,"32"
"PLM00012375","OKECIE, PL","2008-12-21","39",,"36"
"PLM00012375","OKECIE, PL","2008-12-22","42",,"35"
"PLM00012375","OKECIE, PL","2008-12-23","35","43",
"PLM00012375","OKECIE, PL","2008-12-24","29","33","26"
"PLM00012375","OKECIE, PL","2008-12-25","31","33","27"
"PLM00012375","OKECIE, PL","2008-12-26","29","31",
"PLM00012375","OKECIE, PL","2008-12-27","28","29",
"PLM00012375","OKECIE, PL","2008-12-28","29",,"27"
"PLM00012375","OKECIE, PL","2008-12-29","28","33",
"PLM00012375","OKECIE, PL","2008-12-30","24","34","16"
"PLM00012375","OKECIE, PL","2008-12-31","24","36","15"
"PLM00012375","OKECIE, PL","2009-01-01","23",,
"PLM00012375","OKECIE, PL","2009-01-02","24",,
"PLM00012375","OKECIE, PL","2009-01-03","22","28",
"PLM00012375","OKECIE, PL","2009-01-04","24","31",
"PLM00012375","OKECIE, PL","2009-01-05","10","18",
"PLM00012375","OKECIE, PL","2009-01-06","3","14","-7"
"PLM00012375","OKECIE, PL","2009-01-07","11",,"-5"
"PLM00012375","OKECIE, PL","2009-01-08","19",,"15"
"PLM00012375","OKECIE, PL","2009-01-09","26","29","20"
"PLM00012375","OKECIE, PL","2009-01-10","31",,"27"
"PLM00012375","OKECIE, PL","2009-01-11","29","35",
"PLM00012375","OKECIE, PL","2009-01-12","22","33","14"
"PLM00012375","OKECIE, PL","2009-01-13","21","32","13"
"PLM00012375","OKECIE, PL","2009-01-14","23","29","14"
